Age,Income,CreditScore,EmploymentStatus,Approved
56,64569,751,Self-employed,1
57,91347,700,Unemployed,1
48,48528,702,Self-employed,1
48,83736,616,Unemployed,1
62,41166,740,Self-employed,1
63,51524,750,Salaried,1
41,136283,737,Self-employed,1
44,30263,615,Salaried,1
62,78500,758,Salaried,0
60,109816,692,Self-employed,1
22,151640,543,Self-employed,1
28,90312,608,Salaried,1
47,92026,591,Salaried,0
42,86190,431,Salaried,1
57,116717,760,Unemployed,1
47,97951,900,Salaried,1
49,67747,782,Self-employed,1
23,118465,667,Self-employed,1
64,71134,593,Salaried,0
33,37045,548,Salaried,0
30,37140,666,Salaried,0
56,78967,756,Unemployed,1
29,88091,575,Self-employed,1
47,113668,900,Self-employed,1
54,104224,497,Self-employed,0
21,87395,674,Salaried,1
52,115345,657,Salaried,1
45,85382,650,Unemployed,1
49,46285,587,Unemployed,0
27,39746,659,Self-employed,0
23,123360,600,Self-employed,0
40,20000,791,Salaried,0
40,78977,828,Salaried,1
50,174453,607,Self-employed,1
55,98777,469,Unemployed,0
55,78743,684,Salaried,1
59,34466,680,Salaried,1
47,133521,661,Salaried,1
46,121414,708,Salaried,1
34,105543,801,Self-employed,1
37,84983,741,Unemployed,1
38,102160,708,Unemployed,1
49,80541,732,Unemployed,1
40,55802,677,Self-employed,1
47,113690,546,Salaried,1
38,83480,809,Unemployed,1
24,100658,661,Salaried,1
21,81366,545,Unemployed,0
21,98854,525,Self-employed,1
46,84565,549,Salaried,1
40,82223,514,Self-employed,0
43,85899,723,Salaried,1
30,173826,630,Salaried,1
31,109072,735,Salaried,1
61,162581,778,Unemployed,1
61,84756,750,Self-employed,1
25,75728,719,Salaried,0
21,52774,681,Salaried,0
37,133096,629,Self-employed,1
42,57844,636,Salaried,1
54,139286,714,Self-employed,1
61,54514,544,Self-employed,0
49,111599,644,Salaried,1
24,37269,568,Salaried,0
25,71741,779,Self-employed,1
31,85662,728,Salaried,1
41,67075,885,Salaried,1
55,79920,566,Salaried,0
32,80063,578,Salaried,0
46,109208,656,Unemployed,1
39,22397,570,Self-employed,0
27,68112,709,Self-employed,1
27,122639,644,Salaried,1
46,101874,596,Salaried,0
60,123138,769,Salaried,1
25,107763,446,Unemployed,1
41,52494,709,Salaried,1
34,104826,589,Self-employed,1
24,88005,739,Salaried,1
43,153041,766,Unemployed,1
62,109064,399,Unemployed,0
40,100701,626,Salaried,1
35,105082,656,Self-employed,1
49,99065,390,Salaried,0
28,98254,675,Self-employed,1
61,77011,591,Salaried,1
39,101064,517,Salaried,1
59,113454,578,Salaried,1
48,116809,559,Unemployed,0
47,113173,587,Unemployed,0
24,130241,670,Salaried,1
35,118686,757,Self-employed,1
55,103855,641,Salaried,1
57,50690,771,Salaried,1
21,50701,534,Unemployed,0
23,77555,666,Salaried,1
44,86402,881,Self-employed,1
47,126940,475,Salaried,1
60,20000,470,Salaried,0
56,54003,790,Salaried,1
54,79173,674,Unemployed,1
49,55094,583,Self-employed,0
44,61056,525,Salaried,0
44,70025,646,Unemployed,0
62,56625,664,Unemployed,1
24,61827,665,Salaried,0
23,125896,524,Salaried,1
54,103429,612,Salaried,1
43,107918,587,Salaried,1
43,83976,721,Self-employed,1
25,115333,531,Salaried,1
51,110433,658,Salaried,1
61,102956,900,Salaried,1
26,65375,523,Salaried,1
57,71738,567,Self-employed,0
30,116743,639,Self-employed,0
60,69497,326,Salaried,0
27,46344,493,Salaried,0
59,68919,684,Salaried,1
58,131782,630,Unemployed,1
41,68948,766,Salaried,1
40,94829,623,Salaried,0
23,66529,614,Salaried,1
42,107902,572,Salaried,1
24,101103,612,Salaried,1
48,40264,516,Self-employed,0
32,93040,633,Unemployed,1
58,34522,543,Salaried,1
56,68377,516,Self-employed,0
61,84656,579,Self-employed,1
25,140405,699,Salaried,1
33,94537,665,Salaried,1
43,61987,723,Salaried,1
50,75483,548,Unemployed,0
57,112725,648,Unemployed,0
45,62394,837,Salaried,1
47,117909,803,Salaried,1
34,69308,509,Self-employed,1
56,57540,539,Salaried,0
59,70269,836,Self-employed,1
36,36511,699,Salaried,0
42,20000,629,Unemployed,0
41,82523,616,Self-employed,0
41,82981,675,Salaried,1
28,92693,676,Self-employed,1
36,82375,591,Salaried,1
51,154877,632,Salaried,1
62,90052,587,Self-employed,0
30,43706,668,Salaried,1
52,51402,568,Self-employed,0
54,85009,510,Salaried,0
29,71937,812,Self-employed,1
37,48145,642,Salaried,1
31,83234,836,Self-employed,1
52,83673,437,Salaried,0
30,132870,490,Salaried,1
42,57517,701,Salaried,0
37,72468,642,Salaried,0
24,132778,522,Salaried,1
45,94857,775,Salaried,0
41,57341,554,Unemployed,0
57,63558,781,Salaried,1
58,48575,642,Self-employed,0
21,87318,532,Self-employed,1
45,115934,576,Salaried,1
56,133927,800,Self-employed,1
37,40411,617,Unemployed,0
61,111073,756,Salaried,0
44,89929,804,Unemployed,1
22,77142,641,Salaried,1
60,72479,625,Self-employed,0
35,27372,605,Salaried,0
52,104139,688,Salaried,1
59,45434,815,Self-employed,0
26,62554,515,Salaried,1
21,97539,674,Salaried,1
43,30500,669,Salaried,0
59,45376,451,Self-employed,0
37,121559,552,Self-employed,1
54,88661,574,Salaried,1
61,65133,734,Salaried,1
49,88779,753,Self-employed,1
29,105084,443,Self-employed,1
33,118743,720,Salaried,1
26,51626,706,Salaried,1
26,54254,713,Salaried,0
40,103250,666,Unemployed,1
23,104212,754,Self-employed,1
37,44680,778,Salaried,1
32,55380,470,Unemployed,0
21,79187,644,Salaried,0
37,85707,622,Salaried,1
23,86557,586,Unemployed,0
46,44220,600,Unemployed,0
35,86254,670,Self-employed,1
56,63478,507,Salaried,0
52,50010,723,Salaried,0
52,84670,609,Unemployed,1
24,81610,746,Self-employed,0
38,109050,581,Salaried,0
39,59170,575,Salaried,0
63,92055,545,Unemployed,0
55,37939,582,Unemployed,0
60,76754,561,Self-employed,0
34,98910,697,Self-employed,1
53,101440,765,Salaried,1
34,101645,692,Self-employed,1
54,109131,641,Self-employed,1
24,71626,703,Salaried,1
44,99871,645,Unemployed,1
49,141062,653,Unemployed,1
39,70986,616,Salaried,1
26,126405,742,Unemployed,1
53,111294,367,Self-employed,0
60,77010,415,Self-employed,0
39,79513,762,Unemployed,1
21,88552,628,Salaried,1
25,109604,750,Self-employed,1
47,97079,583,Salaried,1
36,70750,834,Self-employed,1
26,22538,634,Salaried,0
60,105165,699,Salaried,1
33,27025,600,Salaried,0
55,44020,551,Salaried,0
39,72925,458,Salaried,0
32,48577,736,Salaried,1
36,94525,693,Self-employed,1
63,76114,660,Unemployed,0
30,108556,524,Unemployed,0
45,36768,805,Unemployed,1
40,65143,661,Unemployed,1
51,85125,727,Salaried,1
24,86281,649,Self-employed,1
64,105821,530,Self-employed,0
43,57562,759,Salaried,1
22,70959,699,Self-employed,1
42,100220,630,Salaried,1
57,20000,697,Unemployed,0
28,96548,739,Self-employed,1
27,107918,722,Unemployed,1
34,44990,461,Salaried,0
23,75549,486,Salaried,0
36,129779,730,Unemployed,1
39,104794,573,Salaried,0
38,98409,534,Salaried,1
36,114728,690,Self-employed,1
28,139136,531,Unemployed,1
53,85556,597,Salaried,0
32,72784,743,Salaried,1
31,114656,483,Self-employed,1
25,79376,499,Salaried,1
47,57159,472,Salaried,0
32,68798,555,Unemployed,0
37,94369,659,Self-employed,1
26,71512,581,Unemployed,1
53,73750,815,Salaried,1
25,54180,700,Self-employed,1
48,128060,647,Unemployed,1
34,74721,789,Self-employed,1
25,63654,503,Salaried,0
53,66846,745,Unemployed,1
61,109075,624,Self-employed,1
39,102195,599,Unemployed,1
42,69944,717,Salaried,1
25,85969,604,Self-employed,0
22,93301,670,Unemployed,1
50,63877,639,Self-employed,1
59,38781,683,Salaried,0
24,100451,594,Salaried,1
53,65537,751,Salaried,1
33,98210,425,Salaried,0
40,94630,720,Self-employed,1
27,86673,441,Salaried,0
35,72216,567,Salaried,0
43,65982,707,Salaried,1
34,50847,428,Salaried,0
43,66557,668,Self-employed,1
39,102064,499,Self-employed,0
49,126934,543,Unemployed,1
40,122532,538,Salaried,1
49,89362,502,Self-employed,0
44,126918,459,Salaried,1
38,75795,877,Salaried,1
30,46268,629,Self-employed,0
61,142626,513,Unemployed,1
28,100984,588,Salaried,0
46,38961,654,Salaried,0
49,131771,608,Self-employed,1
30,62697,510,Self-employed,0
37,69223,551,Salaried,0
22,115641,780,Self-employed,1
26,125851,495,Unemployed,0
25,54977,430,Salaried,0
48,129129,607,Salaried,1
61,111227,437,Salaried,0
25,61007,549,Self-employed,0
38,77622,512,Salaried,0
46,130484,513,Unemployed,1
40,38183,657,Self-employed,0
61,126421,678,Salaried,1
47,110392,561,Salaried,0
32,100274,639,Self-employed,0
27,88950,555,Salaried,1
23,144104,694,Unemployed,1
30,148537,487,Salaried,0
54,66543,668,Salaried,1
45,103366,676,Self-employed,1
55,141231,900,Salaried,1
36,61448,457,Self-employed,1
22,92294,900,Salaried,1
44,115116,733,Self-employed,1
30,24553,851,Self-employed,1
58,109856,749,Self-employed,1
42,52347,546,Self-employed,0
46,90769,722,Salaried,0
63,119330,576,Salaried,0
59,20000,640,Salaried,1
47,108575,520,Salaried,1
49,146149,575,Unemployed,1
58,69000,748,Salaried,0
40,102300,698,Self-employed,1
47,125058,762,Salaried,1
61,37211,496,Self-employed,0
40,107721,444,Self-employed,0
64,115712,771,Salaried,1
39,104158,763,Self-employed,1
40,87598,673,Salaried,1
55,54987,696,Salaried,1
22,126742,745,Self-employed,1
50,86035,669,Salaried,1
54,57883,709,Self-employed,0
42,75459,739,Salaried,1
23,96051,639,Self-employed,1
26,38164,611,Salaried,0
35,85537,692,Self-employed,1
47,72493,899,Unemployed,1
30,125080,556,Salaried,1
29,28753,602,Salaried,0
53,113162,456,Unemployed,0
52,127512,697,Salaried,1
26,29887,591,Self-employed,1
61,33484,495,Unemployed,0
56,138577,643,Self-employed,1
22,57868,814,Salaried,1
49,177844,611,Salaried,1
24,30824,621,Salaried,0
21,90101,810,Salaried,1
39,84298,649,Salaried,1
46,78754,517,Self-employed,1
45,98888,725,Salaried,1
30,100619,773,Unemployed,1
35,79970,627,Unemployed,0
42,54574,664,Unemployed,1
41,116432,505,Salaried,1
42,103841,554,Self-employed,0
56,88437,613,Salaried,1
54,102891,658,Salaried,1
50,108068,581,Self-employed,1
45,62148,609,Unemployed,1
48,101820,636,Salaried,1
21,68408,540,Salaried,0
24,109061,620,Salaried,1
27,79228,777,Self-employed,1
29,103351,584,Unemployed,1
56,71986,550,Salaried,0
39,104911,879,Salaried,1
21,55636,674,Unemployed,1
30,86085,564,Salaried,0
56,114418,720,Self-employed,1
29,99016,678,Salaried,1
62,90760,587,Salaried,1
52,139106,644,Self-employed,1
52,115709,617,Self-employed,0
26,110666,758,Salaried,1
58,104740,724,Salaried,1
37,108480,414,Salaried,0
30,134713,859,Self-employed,1
47,72469,618,Unemployed,0
55,115282,839,Unemployed,1
41,95694,728,Salaried,1
45,73506,677,Unemployed,1
48,82008,639,Salaried,1
35,91574,900,Salaried,1
24,59201,620,Self-employed,1
49,110920,576,Salaried,1
29,81914,586,Salaried,1
47,87547,650,Salaried,1
46,125716,649,Self-employed,1
39,88892,760,Self-employed,1
48,131580,733,Salaried,1
37,69255,733,Unemployed,0
63,52087,624,Self-employed,0
61,76300,724,Self-employed,1
62,20000,735,Salaried,0
40,112172,641,Salaried,1
60,53833,680,Salaried,1
59,66469,735,Self-employed,1
43,106488,673,Self-employed,1
52,88573,683,Unemployed,1
53,71783,804,Salaried,1
25,23903,674,Salaried,1
63,124024,583,Salaried,1
54,106692,501,Salaried,0
60,146671,662,Self-employed,1
31,67108,613,Unemployed,1
23,41366,738,Self-employed,1
53,114842,823,Self-employed,1
31,79358,536,Self-employed,0
36,103845,552,Salaried,0
38,133597,647,Unemployed,1
50,96644,562,Self-employed,0
30,90018,625,Salaried,1
38,91900,591,Self-employed,1
58,35882,539,Self-employed,0
39,118241,740,Salaried,1
56,120162,658,Salaried,1
33,100917,851,Salaried,1
23,39537,689,Salaried,1
30,81365,791,Salaried,0
58,128155,569,Self-employed,1
21,68027,568,Salaried,1
47,120527,894,Self-employed,1
28,86652,583,Unemployed,0
62,106375,545,Self-employed,0
37,72635,521,Self-employed,0
29,87531,860,Unemployed,0
26,98101,619,Self-employed,1
63,52502,694,Salaried,1
45,93217,666,Salaried,1
59,20000,570,Self-employed,0
48,66954,617,Self-employed,0
53,101316,743,Unemployed,0
57,118607,515,Self-employed,1
29,99182,724,Unemployed,1
38,43290,807,Salaried,1
41,115985,682,Self-employed,0
22,50825,796,Unemployed,1
63,103425,499,Salaried,1
58,51824,448,Salaried,0
60,61803,676,Salaried,0
56,56309,585,Self-employed,0
63,89168,746,Salaried,1
57,79133,615,Self-employed,1
35,100267,666,Salaried,1
48,84440,658,Salaried,1
38,39463,662,Unemployed,1
54,93274,590,Salaried,1
42,32135,499,Salaried,1
31,58484,625,Salaried,0
33,74082,809,Self-employed,1
24,72003,583,Salaried,0
42,35577,582,Self-employed,0
27,126134,667,Unemployed,1
63,134440,520,Salaried,1
44,152523,760,Salaried,1
24,119429,531,Salaried,1
48,73136,618,Self-employed,1
35,72619,900,Salaried,1
21,70963,524,Self-employed,0
23,144569,811,Unemployed,1
34,81533,663,Salaried,1
58,123076,678,Self-employed,1
21,120743,560,Salaried,1
58,90686,737,Self-employed,1
58,41450,609,Salaried,0
41,82182,523,Self-employed,0
49,89408,810,Self-employed,1
25,123337,607,Salaried,1
30,85583,445,Self-employed,0
48,48741,620,Self-employed,0
41,114637,738,Salaried,1
27,78173,721,Unemployed,1
23,20000,579,Salaried,0
40,94749,542,Self-employed,0
39,100023,499,Salaried,1
55,59711,647,Self-employed,0
24,79238,666,Salaried,1
25,104731,727,Salaried,1
21,94953,633,Salaried,1
24,38120,630,Self-employed,1
32,122606,619,Self-employed,1
47,136189,666,Self-employed,1
62,69694,635,Unemployed,1
43,27703,753,Unemployed,0
45,108133,684,Self-employed,1
41,64807,661,Self-employed,0
44,101063,645,Salaried,1
45,151065,546,Unemployed,1
52,38610,649,Unemployed,0
52,61101,578,Salaried,0
25,79165,688,Self-employed,1
56,123750,627,Unemployed,1
62,191668,833,Salaried,1
62,92412,511,Salaried,1
59,36033,308,Salaried,0
36,74634,679,Salaried,1
53,61754,579,Salaried,1
41,106647,667,Salaried,1
29,96306,514,Salaried,1
26,53745,859,Unemployed,1
55,59995,607,Salaried,0
59,74198,572,Salaried,1
42,77819,857,Salaried,1
61,83734,742,Salaried,1
25,86466,802,Unemployed,1
62,122045,631,Unemployed,1
43,73113,655,Self-employed,0
37,68692,584,Salaried,1
32,44836,571,Self-employed,0
43,78284,693,Salaried,1
36,92685,609,Salaried,1
23,33277,894,Salaried,1
50,74727,742,Unemployed,0
42,119808,857,Salaried,1
29,104449,404,Self-employed,0
49,96202,858,Salaried,1
57,103636,387,Salaried,0
43,67788,511,Self-employed,0
33,63792,457,Salaried,0
52,123157,676,Unemployed,1
43,109859,647,Salaried,1
37,62611,737,Salaried,1
60,28638,640,Self-employed,0
41,63234,784,Self-employed,1
22,101306,547,Salaried,1
57,65252,787,Self-employed,1
26,94902,646,Self-employed,0
64,127593,900,Salaried,1
38,82209,745,Unemployed,1
50,92018,616,Salaried,0
42,105547,646,Salaried,1
53,52537,538,Self-employed,0
50,61808,689,Salaried,1
37,106784,616,Self-employed,0
63,86109,729,Salaried,1
52,88652,502,Salaried,0
62,85998,613,Unemployed,0
34,114348,522,Self-employed,0
30,98071,529,Self-employed,0
56,98464,716,Salaried,1
54,121665,773,Salaried,1
29,133197,393,Self-employed,0
62,152307,854,Unemployed,1
48,67629,804,Salaried,1
31,159082,501,Salaried,1
34,52096,740,Salaried,1
59,143057,599,Salaried,1
39,65981,639,Self-employed,0
35,82931,716,Salaried,1
48,85557,702,Salaried,1
44,58990,586,Salaried,1
28,87601,586,Salaried,1
63,60539,592,Salaried,0
29,47951,775,Unemployed,1
53,83838,445,Self-employed,1
53,132696,632,Salaried,1
39,77379,822,Self-employed,1
23,113230,727,Self-employed,1
30,59630,765,Salaried,1
60,46495,633,Salaried,0
62,98615,522,Salaried,0
21,137668,656,Salaried,1
49,91268,574,Unemployed,1
54,109799,895,Salaried,1
33,129853,632,Unemployed,1
21,83904,720,Self-employed,0
54,80438,837,Salaried,1
49,99162,529,Unemployed,1
33,104500,399,Salaried,0
49,43030,703,Salaried,1
59,93871,724,Self-employed,1
44,84979,604,Salaried,1
46,61314,522,Salaried,0
37,82905,684,Self-employed,1
27,50040,647,Unemployed,1
33,39672,685,Salaried,0
25,87005,525,Salaried,1
46,112062,685,Self-employed,1
23,74581,740,Self-employed,1
27,56178,484,Salaried,0
59,60841,810,Unemployed,1
21,101468,677,Self-employed,0
37,135021,743,Self-employed,1
63,108113,509,Unemployed,1
45,124023,725,Unemployed,1
23,53571,469,Salaried,0
35,82782,545,Salaried,1
49,115560,678,Self-employed,1
63,43024,619,Unemployed,0
52,65248,653,Self-employed,1
46,113260,862,Salaried,1
36,92752,651,Self-employed,1
45,56046,728,Salaried,0
48,36075,642,Unemployed,0
29,125119,639,Salaried,1
21,23398,542,Unemployed,0
49,103971,690,Salaried,1
42,69008,900,Unemployed,1
36,116412,659,Salaried,1
61,53735,620,Self-employed,0
64,163443,775,Unemployed,1
61,97068,762,Self-employed,1
27,102012,698,Self-employed,1
34,61808,616,Salaried,0
49,80998,775,Salaried,1
39,81776,663,Unemployed,1
39,138882,750,Salaried,0
22,97017,559,Self-employed,0
61,101314,585,Self-employed,1
35,100979,660,Salaried,1
23,103858,514,Salaried,1
31,43316,609,Salaried,1
50,146478,509,Salaried,1
60,58675,480,Unemployed,0
38,83847,900,Self-employed,1
22,130944,583,Salaried,1
52,143038,592,Salaried,1
28,109178,658,Self-employed,0
42,69859,533,Salaried,1
26,88832,594,Salaried,0
32,90009,851,Salaried,1
60,91071,689,Unemployed,1
56,48098,758,Salaried,1
35,122803,823,Salaried,1
48,89037,673,Unemployed,1
38,63333,625,Salaried,1
22,70048,492,Unemployed,0
33,93095,607,Salaried,1
35,42912,632,Salaried,0
40,111353,561,Salaried,0
49,92041,819,Salaried,1
62,131970,771,Salaried,1
49,87327,758,Salaried,1
23,52441,637,Salaried,1
39,49065,536,Salaried,1
23,73278,796,Self-employed,1
34,76452,686,Unemployed,1
60,67982,735,Unemployed,1
24,88854,718,Self-employed,0
31,67220,684,Unemployed,0
51,92626,869,Salaried,1
63,69380,577,Salaried,0
52,103951,616,Salaried,1
47,75697,830,Self-employed,1
50,122386,659,Unemployed,1
63,104568,636,Self-employed,1
22,90807,622,Salaried,1
29,78769,724,Self-employed,1
48,39429,624,Salaried,0
51,127406,612,Salaried,1
54,64576,722,Self-employed,1
35,87721,660,Salaried,1
45,95314,538,Salaried,0
56,79494,653,Self-employed,0
28,125638,803,Self-employed,1
29,48358,734,Salaried,1
57,137018,816,Salaried,1
59,105146,569,Unemployed,0
52,77607,767,Salaried,1
37,77943,578,Salaried,1
55,20000,514,Salaried,0
57,59553,561,Self-employed,0
39,74382,664,Salaried,0
64,90283,763,Salaried,1
49,122787,684,Salaried,1
27,146126,633,Salaried,1
48,93168,536,Salaried,1
29,91168,727,Self-employed,1
48,70289,755,Unemployed,1
26,33546,682,Unemployed,1
49,66826,534,Self-employed,0
37,78834,738,Self-employed,1
36,114261,784,Unemployed,1
43,100585,818,Unemployed,1
51,91646,601,Unemployed,1
23,67575,697,Salaried,1
41,25536,591,Salaried,0
46,27347,548,Unemployed,0
56,35087,824,Unemployed,0
62,76239,712,Self-employed,0
57,114821,792,Unemployed,1
42,114011,515,Self-employed,1
62,108811,681,Self-employed,1
32,69547,705,Salaried,1
62,119327,558,Self-employed,1
33,57067,813,Self-employed,0
31,110601,622,Unemployed,1
36,34762,699,Salaried,1
28,49686,589,Unemployed,0
60,134578,518,Unemployed,1
60,78884,750,Salaried,1
22,64570,691,Salaried,1
50,118082,676,Self-employed,1
50,121521,619,Salaried,1
32,72001,688,Self-employed,0
30,93353,789,Salaried,1
64,89107,574,Salaried,0
31,20000,711,Salaried,1
35,43124,672,Salaried,1
36,113267,629,Salaried,1
37,60021,468,Unemployed,0
46,100895,648,Salaried,1
22,92891,723,Unemployed,1
32,121462,685,Unemployed,1
46,44086,491,Unemployed,0
43,96826,787,Salaried,1
38,83037,831,Self-employed,1
52,61306,637,Salaried,0
58,61096,900,Salaried,1
23,91824,558,Unemployed,1
58,103890,510,Salaried,1
23,86907,538,Unemployed,0
50,87841,676,Self-employed,1
21,70045,454,Salaried,0
50,72034,615,Salaried,0
52,61225,900,Self-employed,1
48,69441,484,Self-employed,0
41,102840,589,Self-employed,1
33,106192,536,Salaried,1
47,46723,618,Salaried,0
56,58106,611,Salaried,0
27,63688,576,Salaried,0
42,83078,632,Salaried,0
30,34505,719,Salaried,0
59,58632,802,Salaried,0
35,43432,618,Self-employed,0
35,97014,650,Self-employed,0
24,84109,700,Salaried,1
52,71123,514,Self-employed,0
43,53101,633,Self-employed,1
26,71587,594,Self-employed,0
44,68059,754,Self-employed,1
40,134039,842,Salaried,1
57,114910,564,Salaried,0
40,64278,790,Salaried,1
32,89955,489,Salaried,0
53,113326,672,Self-employed,1
48,64269,678,Unemployed,0
28,42486,486,Salaried,0
21,31094,558,Self-employed,1
57,123168,548,Unemployed,1
42,79268,505,Salaried,0
26,93739,356,Unemployed,0
41,67772,627,Salaried,1
52,46963,640,Unemployed,0
55,52560,639,Salaried,1
35,44768,734,Salaried,1
25,110499,436,Self-employed,0
26,129776,608,Unemployed,1
45,86117,900,Salaried,1
60,39466,747,Self-employed,0
49,99897,748,Self-employed,1
27,122949,538,Salaried,1
60,114150,628,Salaried,0
33,84126,397,Salaried,0
58,77965,714,Salaried,1
38,83885,804,Self-employed,1
22,121757,490,Unemployed,1
28,107810,522,Self-employed,0
31,73427,646,Unemployed,0
53,72672,666,Salaried,1
58,70549,590,Salaried,1
47,53061,560,Unemployed,0
40,125555,561,Unemployed,1
32,61365,644,Salaried,1
63,99708,714,Salaried,1
51,65157,644,Unemployed,1
47,70683,634,Salaried,0
52,81583,456,Salaried,1
30,101357,745,Self-employed,1
23,77223,644,Unemployed,1
47,50823,601,Self-employed,0
55,85572,678,Self-employed,1
51,61999,557,Salaried,1
35,131315,604,Self-employed,1
36,77201,661,Salaried,1
33,64960,575,Unemployed,0
55,144244,468,Salaried,1
31,107166,451,Self-employed,0
41,58096,699,Unemployed,1
31,61272,646,Salaried,0
50,99225,642,Unemployed,1
55,86304,522,Salaried,0
42,111705,647,Salaried,1
58,65119,605,Salaried,0
51,106033,583,Unemployed,1
34,20000,641,Unemployed,0
44,80366,682,Salaried,0
52,66484,842,Salaried,1
56,71348,712,Unemployed,0
52,81913,744,Salaried,1
35,119155,771,Self-employed,1
63,50378,565,Self-employed,0
55,20000,614,Unemployed,0
23,53858,550,Self-employed,0
36,115673,574,Salaried,1
25,35650,602,Unemployed,0
41,67841,572,Salaried,1
30,110187,674,Salaried,1
39,83247,697,Salaried,1
45,118861,506,Unemployed,0
24,23953,615,Self-employed,0
49,75351,616,Salaried,1
39,125115,488,Self-employed,0
63,51193,565,Salaried,0
22,116044,746,Unemployed,1
30,77929,744,Salaried,1
63,98023,470,Self-employed,0
45,122939,701,Self-employed,1
40,97895,488,Salaried,0
39,67262,605,Unemployed,0
43,101861,639,Salaried,1
44,65146,732,Self-employed,0
31,93201,630,Self-employed,0
54,47444,538,Self-employed,0
48,85872,519,Salaried,0
25,120678,668,Unemployed,1
25,76036,580,Salaried,0
41,117810,605,Self-employed,1
32,177802,756,Self-employed,1
24,84131,697,Unemployed,0
62,103425,824,Self-employed,1
40,99305,537,Salaried,1
58,91753,571,Unemployed,0
45,108636,670,Salaried,1
34,77557,850,Salaried,1
31,65123,562,Unemployed,0
52,39210,654,Self-employed,0
31,74717,795,Salaried,1
38,112043,655,Self-employed,1
47,56806,762,Salaried,1
38,92400,865,Salaried,1
43,81306,682,Salaried,1
31,66378,700,Self-employed,1
41,29408,731,Self-employed,0
64,125885,550,Self-employed,1
25,100515,487,Salaried,1
43,164958,667,Self-employed,1
61,117382,581,Salaried,1
45,125216,765,Self-employed,1
61,32519,684,Unemployed,0
30,31994,763,Salaried,1
42,86269,517,Self-employed,0
39,50556,760,Unemployed,1
21,64561,397,Salaried,0
27,160787,526,Self-employed,1
24,120696,719,Self-employed,1
21,56930,594,Salaried,0
35,20000,605,Self-employed,1
60,54401,661,Self-employed,1
32,68284,806,Salaried,1
42,75362,438,Salaried,1
42,46628,787,Unemployed,1
37,118895,793,Self-employed,1
49,63656,594,Salaried,1
34,104457,573,Salaried,0
40,86616,637,Self-employed,1
53,113154,571,Salaried,1
63,77862,687,Salaried,0
35,57250,702,Self-employed,0
32,67042,479,Self-employed,0
60,67465,548,Salaried,0
40,146936,519,Salaried,1
50,87295,673,Salaried,1
58,85138,745,Salaried,1
23,111460,531,Salaried,1
48,84997,745,Salaried,1
46,118650,548,Salaried,1
50,73837,729,Salaried,1
33,70790,618,Unemployed,0
33,55591,601,Salaried,0
22,140501,775,Salaried,1
57,82905,846,Salaried,1
58,49778,436,Salaried,0
22,90904,715,Unemployed,1
56,65498,669,Salaried,1
46,73311,722,Unemployed,1
31,94322,491,Salaried,0
28,130629,530,Unemployed,0
64,88047,576,Salaried,0
60,63668,673,Salaried,0
63,69852,569,Salaried,1
42,104693,614,Salaried,1
40,26249,741,Self-employed,1
28,53719,875,Salaried,1
49,91379,733,Self-employed,1
60,33799,744,Salaried,1
46,75624,629,Salaried,1
50,70652,552,Salaried,0
37,111323,614,Self-employed,1
40,77491,643,Salaried,1
36,120600,522,Salaried,1
63,87366,739,Salaried,1
27,138293,817,Unemployed,1
36,43375,663,Self-employed,0
47,133513,769,Salaried,1
43,72666,782,Salaried,1
44,129218,536,Salaried,1
29,120557,458,Salaried,0
55,20000,595,Self-employed,0
40,99375,660,Salaried,1
57,114928,518,Salaried,1
62,124857,806,Self-employed,1
37,49700,864,Salaried,1
51,102710,669,Salaried,1
28,90852,542,Salaried,0
35,97942,703,Salaried,1
51,114968,541,Unemployed,1
50,119701,775,Self-employed,1
40,65327,624,Salaried,1
59,92962,729,Salaried,0
32,86234,749,Salaried,1
37,77819,709,Salaried,1
62,80686,846,Unemployed,0
50,90879,669,Salaried,1
49,66940,594,Unemployed,0
39,111491,418,Self-employed,0
31,123079,398,Unemployed,0
54,60382,721,Self-employed,1
27,124549,629,Self-employed,1
64,60439,560,Self-employed,0
54,111933,527,Unemployed,1
40,124494,731,Salaried,1
58,82164,541,Unemployed,1
44,60685,829,Self-employed,0
30,67339,900,Salaried,1
52,95855,550,Unemployed,1
35,143939,723,Unemployed,1
57,34218,698,Self-employed,1
40,88007,541,Salaried,0
23,82357,541,Unemployed,0
57,71304,636,Self-employed,0
60,82576,524,Self-employed,0
28,68734,770,Unemployed,1
60,122294,622,Salaried,1
64,125274,526,Salaried,1
43,87644,640,Self-employed,0
60,80765,701,Salaried,1
31,70208,570,Self-employed,0
28,87708,430,Salaried,1
49,140434,663,Salaried,1
50,81887,516,Salaried,1
30,59817,562,Salaried,1
59,73067,701,Salaried,1
48,107604,585,Salaried,1
56,63467,634,Salaried,0
33,83988,809,Self-employed,1
52,99186,611,Unemployed,1
56,65744,872,Salaried,1
57,32067,731,Self-employed,1
46,52858,547,Salaried,0
42,59237,597,Salaried,0
24,78135,511,Unemployed,0
51,86328,720,Salaried,1
38,109711,795,Salaried,1
58,48182,610,Salaried,0
44,105348,445,Unemployed,0
43,73872,689,Salaried,0
42,31433,555,Self-employed,0
22,85407,571,Salaried,0
51,124488,684,Salaried,1
31,111493,785,Unemployed,1
48,82711,731,Salaried,1
52,118773,697,Self-employed,1
